Rk,Player,Tm,FantPos,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,-9999
1,Lamar Jackson,BAL,QB,,259,258.6,270.6,260.6,107.0,1,1.0,JackLa00
2,Derrick Henry,BAL,RB,,206,215.6,218.6,210.6,102.0,1,2.0,HenrDe00
3,Saquon Barkley,PHI,RB,,197,219.7,226.7,208.2,93.0,2,3.0,BarkSa00
4,Ja'Marr Chase,CIN,WR,,159,225.2,228.2,192.2,86.0,1,4.0,ChasJa00
5,Jalen Hurts,PHI,QB,,226,225.6,240.6,230.6,76.0,2,5.0,HurtJa00
6,Baker Mayfield,TAM,QB,1.0,211,211.4,226.4,220.4,63.0,3,6.0,MayfBa00
7,Joe Burrow,CIN,QB,,211,211.2,222.2,215.2,62.0,4,7.0,BurrJo01
8,Jayden Daniels,WAS,QB,2.0,204,203.7,212.7,206.7,55.0,5,8.0,DaniJa02
9,Alvin Kamara,NOR,RB,,156,206.6,212.6,181.1,54.0,3,9.0,KamaAl00
10,Josh Allen,BUF,QB,1.0,199,199.3,211.3,203.3,51.0,6,10.0,AlleJo02
11,Bijan Robinson,ATL,RB,,150,190.9,196.9,170.4,49.0,4,11.0,RobiBi01
12,George Kittle,SFO,TE,,98,141.0,144.0,119.5,46.0,1,12.0,KittGe00
13,Justin Jefferson,MIN,WR,,114,167.3,170.3,140.8,44.0,2,13.0,JeffJu00
14,Jahmyr Gibbs,DET,RB,,141,162.9,168.9,151.9,41.0,5,14.0,GibbJa01
15,Terry McLaurin,WAS,WR,,106,154.3,158.3,130.3,37.0,3,15.0,McLaTe00
16,Kyren Williams,LAR,RB,,136,161.0,169.0,148.5,36.0,6,16.0,WillKy02
17,Kyler Murray,ARI,QB,,179,179.4,191.4,182.4,32.0,7,17.0,MurrKy00
18,Chuba Hubbard,CAR,RB,,132,162.2,170.2,147.2,32.0,7,18.0,HubbCh01
19,Drake London,ATL,WR,,101,158.9,161.9,129.9,31.0,4,19.0,LondDr00
20,Garrett Wilson,NYJ,WR,,101,165.9,169.9,133.4,31.0,5,20.0,WilsGa00
21,James Cook,BUF,RB,,129,149.1,155.1,139.1,30.0,9,21.0,CookJa01
22,Joe Mixon,HOU,RB,,129,145.4,151.4,137.4,30.0,8,22.0,MixoJo00
23,Amon-Ra St. Brown,DET,WR,,99,152.7,155.7,125.7,29.0,6,23.0,StxxAm00
24,Darnell Mooney,ATL,WR,,98,144.4,147.4,121.4,29.0,7,24.0,MoonDa00
25,CeeDee Lamb,DAL,WR,,98,156.6,160.6,127.1,28.0,8,25.0,LambCe00
26,Jayden Reed,GNB,WR,,97,133.0,139.0,115.0,28.0,9,26.0,ReedJa03
27,James Conner,ARI,RB,,126,150.4,157.4,138.4,27.0,10,27.0,ConnJa00
28,Brian Thomas,JAX,WR,,96,133.2,136.2,114.7,27.0,10,28.0,ThomBr06
29,Zay Flowers,BAL,WR,,92,141.5,144.5,116.5,23.0,11,29.0,FlowZa00
30,Brock Purdy,SFO,QB,,169,168.9,183.9,175.9,22.0,8,30.0,PurdBr00
31,David Montgomery,DET,RB,,121,138.6,145.6,129.6,22.0,11,31.0,MontDa01
32,Brock Bowers,LVR,TE,,71,128.2,131.2,99.7,21.0,2,32.0,BoweBr01
33,Bo Nix,DEN,QB,,166,166.9,178.9,172.4,20.0,9,33.0,NixxBo00
34,Chris Godwin,TAM,WR,,88,137.8,140.8,112.8,19.0,12,34.0,GodwCh00
35,Tucker Kraft,GNB,TE,,68,96.0,100.0,82.0,18.0,3,35.0,KrafTu00
36,Trey McBride,ARI,TE,,67,116.4,119.4,91.9,18.0,4,36.0,McBrTr01
37,Cade Otton,TAM,TE,,67,116.2,120.2,91.7,17.0,5,37.0,OttoCa00
38,Kyle Pitts,ATL,TE,,67,100.5,103.5,83.5,17.0,6,38.0,PittKy00
39,J.K. Dobbins,LAC,RB,,114,138.2,144.2,126.2,16.0,12,39.0,DobbJK00
40,Mark Andrews,BAL,TE,,66,95.7,98.7,80.7,16.0,7,40.0,AndrMa00
41,Breece Hall,NYJ,RB,,113,152.2,159.2,132.7,15.0,13,41.0,HallBr03
42,Marvin Harrison Jr.,ARI,WR,,84,116.9,120.9,100.4,15.0,13,42.0,HarrMa09
43,Josh Jacobs,GNB,RB,,111,130.0,137.0,120.5,13.0,14,43.0,JacoJo01
44,A.J. Brown,PHI,WR,,80,112.8,115.8,96.3,12.0,14,44.0,BrowAJ00
45,Chase Brown,CIN,RB,,109,139.1,146.1,124.1,11.0,15,45.0,BrowCh10
46,Travis Kelce,KAN,TE,,60,120.0,124.0,90.0,11.0,8,46.0,KelcTr00
47,Malik Nabers,NYG,WR,,79,139.5,142.5,109.0,10.0,15,47.0,NabeMa00
48,Courtland Sutton,DEN,WR,,78,120.1,124.1,99.1,10.0,16,48.0,SuttCo00
49,De'Von Achane,MIA,RB,,107,149.4,155.4,128.4,9.0,16,49.0,AchaDe00
50,Aaron Jones,MIN,RB,,107,135.1,142.1,121.1,9.0,17,50.0,JoneAa00
51,Zach Ertz,WAS,TE,,59,101.8,104.8,80.3,9.0,9,51.0,ErtzZa00
52,Kirk Cousins,ATL,QB,,153,153.1,166.1,161.1,8.0,10,52.0,CousKi00
53,DeVonta Smith,PHI,WR,,76,116.6,119.6,96.1,8.0,19,53.0,SmitDe07
54,Alec Pierce,IND,WR,,76,98.6,101.6,87.1,8.0,18,54.0,PierAl00
55,Jaxon Smith-Njigba,SEA,WR,,76,126.2,129.2,101.2,8.0,17,55.0,SmitJa06
56,D'Andre Swift,CHI,RB,,105,131.4,137.4,118.4,7.0,18,56.0,SwifDA00
57,Stefon Diggs,HOU,WR,,75,121.9,124.9,98.4,7.0,20,57.0,DiggSt00
58,Nico Collins,HOU,WR,,75,106.7,109.7,90.7,7.0,21,58.0,CollNi00
59,Geno Smith,SEA,QB,,152,151.7,167.7,161.7,6.0,11,59.0,SmitGe00
60,Rashod Bateman,BAL,WR,,74,105.1,108.1,89.6,6.0,22,60.0,BateRa00
61,Calvin Ridley,TEN,WR,,74,105.5,109.5,89.5,6.0,23,61.0,RidlCa00
62,Kenneth Walker III,SEA,RB,,104,133.5,139.5,118.5,5.0,19,62.0,WalkKe00
63,Brian Robinson Jr.,WAS,RB,,103,113.2,116.2,108.2,5.0,20,63.0,RobiBr01
64,George Pickens,PIT,WR,,73,113.3,117.3,93.3,5.0,24,64.0,PickGe00
65,Ladd McConkey,LAC,WR,,73,110.2,113.2,91.7,5.0,25,65.0,McCoLa00
66,Sam LaPorta,DET,TE,,55,79.6,82.6,67.1,5.0,10,66.0,LaPoSa01
67,Jonathan Taylor,IND,RB,,102,114.4,120.4,108.4,4.0,21,67.0,TaylJo02
68,Rhamondre Stevenson,NWE,RB,,101,125.4,133.4,113.4,3.0,22,68.0,StevRh00
69,Allen Lazard,NYJ,WR,,71,101.2,104.2,86.2,3.0,26,69.0,LazaAl00
70,D.K. Metcalf,SEA,WR,,71,105.8,110.8,88.3,3.0,27,70.0,MetcDK00
71,Cole Kmet,CHI,TE,,52,80.6,83.6,66.1,3.0,11,71.0,KmetCo00
72,Tony Pollard,TEN,RB,,100,128.0,134.0,114.0,2.0,23,72.0,PollTo00
73,Mike Evans,TAM,WR,,70,95.5,98.5,82.5,2.0,28,73.0,EvanMi00
74,Trevor Lawrence,JAX,QB,3.0,145,145.0,158.0,151.0,,12,74.0,LawrTr00
75,Sam Darnold,MIN,QB,,142,142.4,161.4,152.4,,13,75.0,DarnSa00
76,Patrick Mahomes,KAN,QB,,141,142.2,157.2,150.7,,14,76.0,MahoPa00
77,Aaron Rodgers,NYJ,QB,1.0,141,140.6,151.6,147.6,,15,77.0,RodgAa00
78,C.J. Stroud,HOU,QB,,140,139.6,154.6,145.6,,16,78.0,StroCJ00
79,Jared Goff,DET,QB,,138,138.7,150.7,147.2,,17,,GoffJa00
80,Daniel Jones,NYG,QB,,135,135.3,150.3,142.3,,18,,JoneDa05
81,Justin Herbert,LAC,QB,,133,133.3,141.3,134.3,,19,,HerbJu00
82,Caleb Williams,CHI,QB,2.0,121,121.0,134.0,126.0,,20,,WillCa03
83,Jordan Love,GNB,QB,2.0,120,119.6,132.6,129.6,,21,,LoveJo03
84,Dak Prescott,DAL,QB,,117,116.5,128.5,124.5,,22,,PresDa01
85,Justin Fields,PIT,QB,,113,113.3,121.3,114.3,,23,,FielJu00
86,Matthew Stafford,LAR,QB,,108,107.8,119.8,114.8,,24,,StafMa00
87,Derek Carr,NOR,QB,,106,105.7,112.7,109.7,,25,,CarrDe02
88,Najee Harris,PIT,RB,,98,114.7,120.7,106.2,,24,,HarrNa00
89,Jordan Mason,SFO,RB,,94,103.6,107.6,98.6,,25,,MasoJo00
90,Austin Ekeler,WAS,RB,,92,122.7,128.7,107.2,,26,,EkelAu00
91,Bucky Irving,TAM,RB,,90,116.0,123.0,103.0,,27,,IrviBu00
92,Rachaad White,TAM,RB,,88,124.7,131.7,106.2,,28,,WhitRa01
93,Kareem Hunt,KAN,RB,,87,100.5,106.5,93.5,,29,,HuntKa00
94,Tyrone Tracy,NYG,RB,,82,100.2,107.2,91.2,,30,,TracTy00
95,Drake Maye,NWE,QB,,81,81.5,94.5,86.5,,26,,MayeDr00
96,Tank Bigsby,JAX,RB,,80,82.5,85.5,81.0,,31,,BigsTa00
97,Deshaun Watson,CLE,QB,1.0,77,76.7,88.7,79.7,,27,,WatsDe00
98,Alexander Mattison,LVR,RB,,76,97.6,103.6,86.6,,32,,MattAl01
99,Rico Dowdle,DAL,RB,,72,96.0,102.0,84.0,,33,,DowdRi01
100,Zach Charbonnet,SEA,RB,,70,95.2,101.2,82.7,,34,,CharZa00
101,Joe Flacco,IND,QB,,69,69.2,80.2,74.2,,28,,FlacJo00
102,Javonte Williams,DEN,RB,,69,100.0,108.0,84.5,,35,,WillJa10
103,Josh Downs,IND,WR,,68,112.5,115.5,90.0,,30,,DownJo00
104,Jauan Jennings,SFO,WR,,68,99.7,102.7,83.7,,29,,JennJa00
105,Gardner Minshew II,LVR,QB,1.0,67,66.6,81.6,74.6,,29,,MinsGa00
106,Anthony Richardson,IND,QB,,67,66.5,81.5,73.5,,30,,RichAn03
107,Deebo Samuel,SFO,WR,,67,95.8,98.8,81.3,,31,,SamuDe00
108,Demarcus Robinson,LAR,WR,,65,87.0,90.0,76.0,,33,,RobiDe01
109,Khalil Shakir,BUF,WR,,65,113.3,116.3,89.3,,32,,ShakKh00
110,Tua Tagovailoa,MIA,QB,,65,64.5,72.5,68.5,,31,,TagoTu00
111,Tyler Allgeier,ATL,RB,,63,70.6,73.6,66.6,,36,,AllgTy00
112,Tyreek Hill,MIA,WR,,63,99.9,102.9,81.4,,34,,HillTy00
113,Jameson Williams,DET,WR,,63,82.6,85.6,72.6,,35,,WillJa11
114,Keon Coleman,BUF,WR,,62,83.7,86.7,72.7,,36,,ColeKe02
115,Quentin Johnston,LAC,WR,,61,81.2,84.2,71.2,,37,,JohnQu02
116,Ray Davis,BUF,RB,,60,69.7,75.7,64.7,,37,,DaviRa04
117,D.J. Moore,CHI,WR,,60,99.6,102.6,79.6,,39,,MoorD.00
118,Rashid Shaheed,NOR,WR,,60,79.8,83.8,69.8,,38,,ShahRa00
119,Andy Dalton,CAR,QB,,59,59.0,68.0,65.0,,32,,DaltAn00
120,Zack Moss,CIN,RB,,59,81.9,88.9,70.4,,38,,MossZa00
121,Will Levis,TEN,QB,,58,57.7,73.7,64.7,,33,,LeviWi00
122,Tyler Lockett,SEA,WR,,58,91.6,94.6,74.6,,41,,LockTy00
123,Xavier Worthy,KAN,WR,,58,78.3,81.3,68.3,,40,,WortXa00
124,Jakobi Meyers,LVR,WR,,57,96.3,99.3,76.8,,42,,MeyeJa01
125,Russell Wilson,PIT,QB,,57,56.8,61.8,57.8,,34,,WilsRu00
126,Diontae Johnson,2TM,WR,,55,85.9,88.9,70.4,,43,,JohnDi01
127,Xavier Legette,CAR,WR,,55,83.6,86.6,69.1,,45,,LegeXa00
128,Jalen Tolbert,DAL,WR,,55,87.7,90.7,71.2,,44,,TolbJa00
129,Davante Adams,2TM,WR,,54,91.5,94.5,72.5,,48,,AdamDa01
130,Tank Dell,HOU,WR,,54,88.8,91.8,71.3,,47,,DellNa00
131,Darius Slayton,NYG,WR,,54,86.0,89.0,70.0,,46,,SlayDa01
132,Romeo Doubs,GNB,WR,,53,83.2,86.2,68.2,,49,,DoubRo00
133,Wan'Dale Robinson,NYG,WR,,53,109.2,112.2,81.2,,50,,RobiWa01
134,Tee Higgins,CIN,WR,,52,81.1,84.1,66.6,,52,,HiggTe00
135,DeAndre Hopkins,2TM,WR,,52,81.4,84.4,66.9,,51,,HopkDe00
136,Justice Hill,BAL,RB,,51,77.9,83.9,64.4,,39,,HillJu00
137,Cooper Kupp,LAR,WR,,51,92.2,95.2,71.7,,53,,KuppCo00
138,Jordan Addison,MIN,WR,,50,70.8,73.8,60.3,,55,,AddiJo00
139,Amari Cooper,2TM,WR,,50,78.9,81.9,64.4,,54,,CoopAm00
140,Jerry Jeudy,CLE,WR,,50,82.8,85.8,66.3,,56,,JeudJe00
141,Mason Rudolph,TEN,QB,,50,50.3,58.3,54.3,,35,,RudoMa00
142,Devin Singletary,NYG,RB,,50,63.5,68.5,56.5,,40,,SingDe00
143,Bryce Young,CAR,QB,,50,49.9,58.9,55.9,,36,,YounBr01
144,Travis Etienne,JAX,RB,,49,68.4,72.4,58.9,,41,,EtieTr00
145,Hunter Henry,NWE,TE,,49,88.8,91.8,68.8,,12,,HenrHu00
146,Rome Odunze,CHI,WR,,49,76.9,79.9,62.9,,57,,OdunRo00
147,Michael Pittman Jr.,IND,WR,,49,78.6,81.6,63.6,,58,,PittMi01
148,Braelon Allen,NYJ,RB,,48,58.4,61.4,53.4,,42,,AlleBr05
149,Mike Gesicki,CIN,TE,,48,82.3,86.3,65.3,,13,,GesiMi00
150,Dalton Kincaid,BUF,TE,,48,81.6,84.6,64.6,,14,,KincDa00
151,Andrei Iosivas,CIN,WR,,47,63.8,66.8,55.3,,59,,IosiAn00
152,Malik Willis,GNB,QB,,47,46.9,52.9,46.9,,37,,WillMa12
153,Michael Wilson,ARI,WR,,47,76.7,80.7,61.7,,60,,WilsMi02
154,Calvin Austin III,PIT,WR,,46,61.7,64.7,53.7,,63,,AustCa00
155,Jalen Nailor,MIN,WR,,46,62.3,66.3,54.3,,61,,NailJa00
156,Cedric Tillman,CLE,WR,,46,69.9,72.9,57.9,,62,,TillCe01
157,Jacoby Brissett,NWE,QB,1.0,45,45.3,50.3,46.3,,38,,BrisJa00
158,Dallas Goedert,PHI,TE,,45,75.7,78.7,60.2,,16,,GoedDa00
159,Isaiah Likely,BAL,TE,,45,69.1,72.1,57.1,,15,,LikeIs00
160,Chris Olave,NOR,WR,,45,76.7,80.7,60.7,,64,,OlavCh00
161,Pat Freiermuth,PIT,TE,,44,73.1,77.1,58.6,,17,,FreiPa00
162,Christian Kirk,JAX,WR,,44,70.9,73.9,57.4,,65,,KirkCh01
163,Jeremy McNichols,WAS,RB,,44,46.2,49.2,45.2,,43,,McNiJe00
164,Demario Douglas,NWE,WR,,43,81.5,84.5,62.0,,69,,DougDe00
165,Ray-Ray McCloud,ATL,WR,,43,78.1,82.1,60.6,,68,,McClRa00
166,Jaleel McLaughlin,DEN,RB,,43,58.7,62.7,50.7,,44,,McLaJa00
167,Jaylen Waddle,MIA,WR,,43,74.3,77.3,58.8,,66,,WaddJa00
168,Dontayvion Wicks,GNB,WR,,43,59.2,62.2,51.2,,67,,WickDo00
169,Jameis Winston,CLE,QB,1.0,43,43.2,50.2,46.2,,39,,WinsJa00
170,Noah Brown,WAS,WR,,42,67.5,70.5,54.5,,70,,BrowNo00
171,Jerome Ford,CLE,RB,,42,62.8,65.8,52.3,,46,,FordJe00
172,Emanuel Wilson,GNB,RB,,42,51.0,54.0,46.5,,45,,WilsEm00
173,Taysom Hill,NOR,TE,,41,51.1,57.1,46.1,,18,,HillTa00
174,Roschon Johnson,CHI,RB,,41,50.4,53.4,45.9,,47,,JohnRo07
175,Rashee Rice,KAN,WR,,41,64.9,67.9,52.9,,71,,RiceRa01
176,Jonnu Smith,MIA,TE,,41,73.6,76.6,57.1,,19,,SmitJo01
177,Tre Tucker,LVR,WR,,41,65.6,68.6,53.1,,72,,TuckTr00
178,Raheem Mostert,MIA,RB,,40,48.9,56.9,44.4,,49,,MostRa00
179,Josh Palmer,LAC,WR,,40,58.2,61.2,49.2,,73,,PalmJo00
180,Sean Tucker,TAM,RB,,40,47.3,50.3,43.8,,48,,TuckSe00
181,Antonio Gibson,NWE,RB,,39,52.3,58.3,45.8,,50,,GibsAn00
182,Tutu Atwell,LAR,WR,,38,63.9,66.9,50.9,,74,,AtweTu00
183,Mack Hollins,BUF,WR,,38,53.7,56.7,45.7,,76,,HollMa00
184,Ty Johnson,BUF,RB,,38,45.6,45.6,41.6,,51,,JohnTy02
185,David Njoku,CLE,TE,,38,67.5,70.5,52.5,,20,,NjokDa00
186,Nick Westbrook-Ikhine,TEN,WR,,38,50.9,53.9,44.4,,75,,WestNi00
187,Brandon Aiyuk,SFO,WR,,37,62.4,65.4,49.9,,77,,AiyuBr00
188,Tyler Conklin,NYJ,TE,,37,64.5,67.5,50.5,,21,,ConkTy00
189,Christian Watson,GNB,WR,,37,52.9,55.9,44.9,,78,,WatsCh00
190,Cam Akers,2TM,RB,,36,43.3,47.3,39.8,,52,,AkerCa00
191,Keenan Allen,CHI,WR,,36,62.1,65.1,49.1,,79,,AlleKe00
192,Josh Oliver,MIN,TE,,36,52.2,55.2,44.2,,22,,OlivJo00
193,Foster Moreau,NOR,TE,,35,46.7,49.7,40.7,,23,,MoreFo00
194,Kalif Raymond,DET,WR,,35,49.4,52.4,42.4,,80,,RaymKa00
195,Gabriel Davis,JAX,WR,,34,52.6,56.6,43.1,,81,,DaviGa01
196,Emari Demercado,ARI,RB,,34,45.3,48.3,39.8,,53,,DemeEm00
197,Jake Ferguson,DAL,TE,,34,75.8,79.8,54.8,,24,,FergJa00
198,Samaje Perine,KAN,RB,,34,49.1,52.1,41.6,,54,,PeriSa00
199,Brenton Strange,JAX,TE,,34,53.5,56.5,43.5,,25,,StraBr00
200,Nelson Agholor,BAL,WR,,33,45.5,48.5,39.0,,82,,AghoNe00
201,Trey Benson,ARI,RB,,33,38.1,41.1,35.6,,55,,BensTr01
202,Jalen Coker,CAR,WR,,32,49.3,52.3,40.8,,83,,CokeJa01
203,Evan Engram,JAX,TE,,32,63.3,67.3,47.8,,26,,EngrEv00
204,Trey Sermon,IND,RB,,32,43.3,46.3,37.8,,56,,SermTr00
205,Kayshon Boutte,NWE,WR,,31,48.0,51.0,39.5,,84,,BoutKa00
206,Ezekiel Elliott,DAL,RB,,31,38.1,42.1,34.6,,57,,ElliEz00
207,Juwan Johnson,NOR,TE,,31,52.7,55.7,41.7,,29,,JohnJu02
208,Ja'Tavion Sanders,CAR,TE,,31,57.3,60.3,44.3,,27,,SandJa01
209,Dalton Schultz,HOU,TE,,31,60.0,63.0,45.5,,28,,SchuDa00
